code,name,year,report_date,divi,shares
000508,琼民源A,1997,--,0,2.8
000508,琼民源A,1997,1900-01-01,0,7.0
600343,航天动力,2002,--,2.0,0.0
600478,科力远,2002,2003-10-27,1.8,0.0
600355,精伦电子,2002,2003-03-01,4.0,10.0
600375,*ST星马,2002,2003-01-01,1.2,0.0
600572,康恩贝,2003,--,6.0,0.0
600003,ST东北高,2003,2004-06-22,0.5,0.0
600247,ST成城,2003,2004-06-12,0.0,8.0
600483,福能股份,2003,2004-05-26,0.8,0.0
600114,东睦股份,2003,2004-05-26,8.5,0.0
600468,百利电气,2003,2004-05-21,0.0,6.0
600986,科达股份,2003,2004-05-18,2.0,3.0
600555,海航创新,2003,2004-04-29,1.5,0.0
600345,长江通信,2003,2004-04-29,0.5,0.0
000999,华润三九,2003,2004-04-28,0.5,0.0
000720,新能泰山,2003,2004-04-28,0.5,8.0
600841,上柴股份,2003,2004-04-28,1.5,0.0
600272,开开实业,2003,2004-04-28,0.6,0.0
000725,京东方A,2003,2004-04-27,0.1,10.0
600682,南京新百,2003,2004-04-27,1.5,0.0
000066,长城电脑,2003,2004-04-26,1.0,0.0
000045,深纺织A,2003,2004-04-26,1.8,10.0
000021,深科技,2003,2004-04-26,1.0,0.0
600004,白云机场,2003,2004-04-24,1.0,0.0
000712,锦龙股份,2003,2004-04-24,0.5,0.0
000659,珠海中富,2003,2004-04-24,0.0,6.0
600811,东方集团,2003,2004-04-24,0.0,2.0
000417,合肥百货,2003,2004-04-24,0.0,2.0
600744,华银电力,2003,2004-04-24,0.3,0.0
600642,申能股份,2003,2004-04-24,3.0,5.0
600498,烽火通信,2003,2004-04-24,1.2,0.0
600395,盘江股份,2003,2004-04-24,1.0,0.0
600232,金鹰股份,2003,2004-04-24,1.0,0.0
600220,江苏阳光,2003,2004-04-24,0.0,10.0
600196,复星医药,2003,2004-04-24,2.0,10.0
600020,中原高速,2003,2004-04-23,5.0,0.0
000761,本钢板材,2003,2004-04-23,2.0,0.0
000702,正虹科技,2003,2004-04-23,0.7,0.0
000651,格力电器,2003,2004-04-23,3.3,0.0
600851,海欣股份,2003,2004-04-23,1.0,0.0
600637,东方明珠,2003,2004-04-23,1.0,0.0
600532,宏达矿业,2003,2004-04-23,0.0,3.0
600057,象屿股份,2003,2004-04-23,3.2,0.0
600513,联环药业,2003,2004-04-22,0.5,0.0
000899,赣能股份,2003,2004-04-22,1.0,0.0
000616,海航投资,2003,2004-04-22,0.2,5.0
000530,大冷股份,2003,2004-04-22,1.0,0.0
600295,鄂尔多斯,2003,2004-04-22,1.0,0.0
600726,华电能源,2003,2004-04-22,0.7,0.0
600619,海立股份,2003,2004-04-22,0.0,4.0
600598,北大荒,2003,2004-04-22,2.2,0.0
600559,老白干酒,2003,2004-04-22,1.0,0.0
600326,西藏天路,2003,2004-04-22,1.5,0.0
600269,赣粤高速,2003,2004-04-22,2.0,10.0
600257,大湖股份,2003,2004-04-22,0.0,10.0
600249,两面针,2003,2004-04-21,3.5,0.0
000798,中水渔业,2003,2004-04-21,0.5,0.0
000757,浩物股份,2003,2004-04-21,0.0,6.0
000099,中信海直,2003,2004-04-21,2.0,10.0
000088,盐田港,2003,2004-04-21,10.0,10.0
000031,中粮地产,2003,2004-04-21,2.0,0.0
600607,上实医药,2003,2004-04-21,3.0,0.0
600153,建发股份,2003,2004-04-21,5.0,6.0
600540,新赛股份,2003,2004-04-20,1.0,2.0
600545,新疆城建,2003,2004-04-20,1.0,0.0
600401,海润光伏,2003,2004-04-20,0.5,10.0
600433,冠豪高新,2003,2004-04-20,1.5,0.0
600570,恒生电子,2003,2004-04-20,4.3,0.0
000985,大庆华科,2003,2004-04-20,0.6,0.0
000936,华西股份,2003,2004-04-20,0.5,8.0
000875,吉电股份,2003,2004-04-20,1.0,0.0
600829,人民同泰,2003,2004-04-20,0.0,5.0
600819,耀皮玻璃,2003,2004-04-20,2.4,10.0
600668,尖峰集团,2003,2004-04-20,1.0,0.0
600664,哈药股份,2003,2004-04-20,1.0,3.0
600321,国栋建设,2003,2004-04-20,0.3,3.0
600285,羚锐制药,2003,2004-04-20,0.8,0.0
600236,桂冠电力,2003,2004-04-20,3.0,0.0
600120,浙江东方,2003,2004-04-20,1.0,0.0
000690,宝新能源,2003,2004-04-19,1.2,0.0
000151,中成股份,2003,2004-04-19,1.0,0.0
600287,江苏舜天,2003,2004-04-19,2.5,10.0
600188,兖州煤业,2003,2004-04-19,1.6,0.0
000898,鞍钢股份,2003,2004-04-17,2.0,0.0
000711,京蓝科技,2003,2004-04-17,0.3,0.0
000503,海虹控股,2003,2004-04-17,1.0,10.0
600861,北京城乡,2003,2004-04-17,0.7,0.0
600854,春兰股份,2003,2004-04-17,0.5,0.0
600843,上工申贝,2003,2004-04-17,0.0,3.0
600817,*ST宏盛,2003,2004-04-17,0.0,2.0
600754,锦江股份,2003,2004-04-17,0.6,0.0
000058,深赛格,2003,2004-04-17,1.1,0.0
600741,华域汽车,2003,2004-04-17,0.5,0.0
600686,金龙汽车,2003,2004-04-17,1.3,0.0
600571,信雅达,2003,2004-04-17,3.0,6.0
600346,恒力股份,2003,2004-04-17,0.5,0.0
600279,重庆港九,2003,2004-04-17,0.7,0.0
600246,万通地产,2003,2004-04-17,1.5,0.0
600128,弘业股份,2003,2004-04-17,0.5,0.0
600075,新疆天业,2003,2004-04-17,1.0,0.0
600021,上海电力,2003,2004-04-16,0.2,0.0
600490,鹏欣资源,2003,2004-04-16,1.5,0.0
000998,隆平高科,2003,2004-04-16,1.4,0.0
000971,高升控股,2003,2004-04-16,1.3,0.0
000630,铜陵有色,2003,2004-04-16,1.0,0.0
000581,威孚高科,2003,2004-04-16,2.0,0.0
600739,辽宁成大,2003,2004-04-16,1.0,8.0
600713,南京医药,2003,2004-04-16,0.5,0.0
600708,光明地产,2003,2004-04-16,0.0,5.0
600578,京能电力,2003,2004-04-16,1.8,0.0
600568,中珠医疗,2003,2004-04-16,0.0,5.0
600296,S兰铝,2003,2004-04-16,0.0,3.0
600084,中葡股份,2003,2004-04-16,0.3,10.0
000610,西安旅游,2003,2004-04-15,0.2,0.0
600620,天宸股份,2003,2004-04-15,0.2,0.0
600281,太化股份,2003,2004-04-15,0.2,0.0
600108,亚盛集团,2003,2004-04-15,0.0,5.0
600059,古越龙山,2003,2004-04-15,2.0,0.0
600470,六国化工,2003,2004-04-14,1.5,0.0
600808,马钢股份,2003,2004-04-14,2.1,0.0
000967,盈峰环境,2003,2004-04-13,0.5,0.0
000869,张裕A,2003,2004-04-13,1.0,6.0
000636,风华高科,2003,2004-04-13,0.5,0.0
000539,粤电力A,2003,2004-04-13,2.5,0.0
600857,宁波中百,2003,2004-04-13,0.2,0.0
000027,深圳能源,2003,2004-04-13,3.0,0.0
600748,上实发展,2003,2004-04-13,0.5,0.0
600730,中国高科,2003,2004-04-13,0.0,4.0
600699,均胜电子,2003,2004-04-13,0.2,0.2
600526,菲达环保,2003,2004-04-13,0.0,4.0
600422,昆药集团,2003,2004-04-13,2.5,6.0
600358,国旅联合,2003,2004-04-13,0.0,8.0
600100,同方股份,2003,2004-04-13,1.0,0.0
600512,腾达建设,2003,2004-04-12,1.0,0.0
600444,国机通用,2003,2004-04-10,1.0,0.0
600039,四川路桥,2003,2004-04-10,0.5,2.0
000957,中通客车,2003,2004-04-10,1.0,0.0
000948,南天信息,2003,2004-04-10,0.7,0.0
000890,法尔胜,2003,2004-04-10,0.5,0.0
000063,中兴通讯,2003,2004-04-10,3.0,2.0
000046,泛海控股,2003,2004-04-10,0.3,2.0
600747,大连控股,2003,2004-04-10,0.5,2.0
600694,大商股份,2003,2004-04-10,1.0,0.0
600641,万业企业,2003,2004-04-10,1.0,0.0
600608,上海科技,2003,2004-04-10,0.0,4.0
600601,方正科技,2003,2004-04-10,0.0,10.0
600462,九有股份,2003,2004-04-09,0.4,0.0
600408,安泰集团,2003,2004-04-09,0.5,7.0
000997,新大陆,2003,2004-04-09,0.0,10.0
000908,景峰医药,2003,2004-04-09,0.4,0.0
000550,江铃汽车,2003,2004-04-09,1.5,0.0
600797,浙大网新,2003,2004-04-09,0.5,7.0
600663,陆家嘴,2003,2004-04-09,0.6,0.0
600505,西昌电力,2003,2004-04-09,1.0,0.0
600283,钱江水利,2003,2004-04-09,0.5,0.0
600507,方大特钢,2003,2004-04-08,0.5,0.0
600475,华光股份,2003,2004-04-08,1.0,0.0
600273,嘉化能源,2003,2004-04-08,0.5,0.0
600809,山西汾酒,2003,2004-04-08,0.7,0.0
600488,天药股份,2003,2004-04-08,2.0,0.0
600067,冠城大通,2003,2004-04-08,0.5,6.0
600652,游久游戏,2003,2004-04-07,0.5,0.0
600435,北方导航,2003,2004-04-06,1.0,0.0
600392,盛和资源,2003,2004-04-06,1.5,0.0
000821,京山轻机,2003,2004-04-06,1.0,0.0
000607,华媒控股,2003,2004-04-06,1.0,6.0
600887,伊利股份,2003,2004-04-06,3.3,0.0
000425,徐工机械,2003,2004-04-06,1.0,0.0
600397,安源煤业,2003,2004-04-06,1.4,0.0
600372,中航电子,2003,2004-04-06,1.0,0.0
600361,华联综超,2003,2004-04-06,2.0,10.0
600336,澳柯玛,2003,2004-04-06,0.5,0.0
600316,洪都航空,2003,2004-04-06,0.5,2.0
600255,鑫科材料,2003,2004-04-06,1.0,0.0
600202,哈空调,2003,2004-04-06,0.5,0.0
600178,东安动力,2003,2004-04-06,1.5,0.0
600176,中国巨石,2003,2004-04-06,0.5,2.0
600151,航天机电,2003,2004-04-06,2.0,0.0
600105,永鼎股份,2003,2004-04-06,1.0,0.0
600038,中直股份,2003,2004-04-06,1.0,3.0
000878,云南铜业,2003,2004-04-03,1.0,0.0
000632,三木集团,2003,2004-04-03,0.0,6.0
000043,中航地产,2003,2004-04-03,1.0,0.0
600223,鲁商置业,2003,2004-04-03,1.5,0.0
600158,中体产业,2003,2004-04-03,0.1,0.0
000966,长源电力,2003,2004-04-02,1.2,0.0
000830,鲁西化工,2003,2004-04-02,0.0,2.0
000758,中色股份,2003,2004-04-02,0.6,5.0
600827,百联股份,2003,2004-04-02,1.0,6.0
600600,青岛啤酒,2003,2004-04-02,2.0,0.0
600377,宁沪高速,2003,2004-04-02,1.5,0.0
600337,美克家居,2003,2004-04-02,1.0,0.0
600322,天房发展,2003,2004-04-02,0.4,0.0
600251,冠农股份,2003,2004-04-01,2.0,5.0
001896,豫能控股,2003,2004-04-01,0.5,0.0
000726,鲁泰A,2003,2004-04-01,3.8,0.0
000534,万泽股份,2003,2004-04-01,1.0,0.0
600592,龙溪股份,2003,2004-04-01,2.0,0.0
600549,厦门钨业,2003,2004-04-01,0.5,10.0
600900,长江电力,2003,2004-03-31,0.9,0.0
600489,中金黄金,2003,2004-03-31,1.5,0.0
000975,银泰资源,2003,2004-03-31,0.2,8.0
000767,漳泽电力,2003,2004-03-31,2.6,5.0
000687,华讯方舟,2003,2004-03-31,2.0,0.0
000666,经纬纺机,2003,2004-03-31,0.7,0.0
600860,京城股份,2003,2004-03-31,0.8,0.0
600837,海通证券,2003,2004-03-31,0.5,6.0
000062,深圳华强,2003,2004-03-31,1.0,0.0
000022,深赤湾A,2003,2004-03-31,5.0,6.0
600596,新安股份,2003,2004-03-31,1.2,7.0
600353,旭光股份,2003,2004-03-31,0.5,1.5
600469,风神股份,2003,2004-03-30,3.0,0.0
600547,山东黄金,2003,2004-03-30,2.0,0.0
600348,阳泉煤业,2003,2004-03-30,1.0,0.0
600375,*ST星马,2003,2004-03-30,3.5,5.0
600370,三房巷,2003,2004-03-30,1.5,0.0
600576,万家文化,2003,2004-03-30,1.0,0.0
000982,中银绒业,2003,2004-03-30,0.5,10.0
000956,中原油气,2003,2004-03-30,2.0,0.0
000939,凯迪生态,2003,2004-03-30,1.0,3.0
000919,金陵药业,2003,2004-03-30,1.5,2.0
000906,物产中拓,2003,2004-03-30,0.2,0.0
000837,秦川机床,2003,2004-03-30,0.2,0.0
000800,一汽轿车,2003,2004-03-30,1.0,0.0
000796,凯撒旅游,2003,2004-03-30,0.3,2.0
000739,普洛药业,2003,2004-03-30,0.5,0.0
000652,泰达股份,2003,2004-03-30,0.5,3.0
000527,美的电器,2003,2004-03-30,1.2,0.0
000520,长航凤凰,2003,2004-03-30,1.0,0.0
000516,国际医学,2003,2004-03-30,2.2,0.0
600889,南京化纤,2003,2004-03-30,0.3,2.0
600757,长江传媒,2003,2004-03-30,0.5,0.0
000428,华天酒店,2003,2004-03-30,1.5,0.0
000014,沙河股份,2003,2004-03-30,0.3,0.0
600898,三联商社,2003,2004-03-30,0.3,1.0
600661,新南洋,2003,2004-03-30,0.0,2.0
600591,*ST上航,2003,2004-03-30,0.3,5.0
600589,广东榕泰,2003,2004-03-30,2.5,2.0
600528,中铁二局,2003,2004-03-30,1.5,0.0
600486,扬农化工,2003,2004-03-30,2.2,0.0
600389,江山股份,2003,2004-03-30,1.0,1.0
600380,健康元,2003,2004-03-30,1.9,0.0
600195,中牧股份,2003,2004-03-30,0.6,0.0
600155,宝硕股份,2003,2004-03-30,1.0,0.0
600015,华夏银行,2003,2004-03-29,0.1,2.0
000866,扬子石化,2003,2004-03-29,3.0,0.0
000792,盐湖股份,2003,2004-03-29,2.0,5.0
000756,新华制药,2003,2004-03-29,0.4,0.0
000549,S湘火炬,2003,2004-03-29,0.2,0.0
000541,佛山照明,2003,2004-03-29,4.6,0.0
600871,石化油服,2003,2004-03-29,0.3,0.0
600849,上药转换,2003,2004-03-29,0.9,0.0
601607,上海医药,2003,2004-03-29,0.9,0.0
600688,上海石化,2003,2004-03-29,0.8,0.0
600655,豫园商城,2003,2004-03-29,0.8,0.0
600597,光明乳业,2003,2004-03-29,2.0,6.0
600499,科达洁能,2003,2004-03-29,3.0,0.0
600332,白云山,2003,2004-03-29,0.6,0.0
600270,外运发展,2003,2004-03-29,1.0,5.0
600030,中信证券,2003,2004-03-29,1.1,0.0
600028,中国石化,2003,2004-03-29,0.6,0.0
600487,亨通光电,2003,2004-03-27,1.2,0.0
000987,越秀金控,2003,2004-03-27,1.1,0.0
000963,华东医药,2003,2004-03-27,0.7,0.0
000923,河北宣工,2003,2004-03-27,0.3,0.0
000609,绵石投资,2003,2004-03-27,1.0,0.0
000407,胜利股份,2003,2004-03-27,0.5,2.0
000301,东方市场,2003,2004-03-27,0.7,0.0
000096,广聚能源,2003,2004-03-27,1.3,0.0
000042,中洲控股,2003,2004-03-27,0.6,0.0
000032,深桑达A,2003,2004-03-27,1.2,0.0
600895,张江高科,2003,2004-03-27,0.6,0.0
600736,苏州高新,2003,2004-03-27,1.2,0.0
600728,佳都科技,2003,2004-03-27,1.0,0.0
600654,中安消,2003,2004-03-27,0.0,3.0
600638,新黄浦,2003,2004-03-27,1.0,0.0
600633,浙报传媒,2003,2004-03-27,0.7,0.0
600627,上电股份,2003,2004-03-27,0.3,0.0
600606,绿地控股,2003,2004-03-27,1.0,0.0
600588,用友网络,2003,2004-03-27,3.8,2.0
600511,国药股份,2003,2004-03-27,1.0,0.0
600328,兰太实业,2003,2004-03-27,0.0,6.0
600300,维维股份,2003,2004-03-27,2.0,0.0
600226,升华拜克,2003,2004-03-27,1.5,0.0
600216,浙江医药,2003,2004-03-27,0.3,0.0
600168,武汉控股,2003,2004-03-27,0.6,0.0
600079,人福医药,2003,2004-03-27,0.5,0.0
600009,上海机场,2003,2004-03-27,1.0,0.0
600002,齐鲁石化,2003,2004-03-27,1.0,0.0
600429,三元股份,2003,2004-03-26,0.2,0.0
600485,信威集团,2003,2004-03-26,2.0,10.0
600562,国睿科技,2003,2004-03-26,1.0,0.0
000961,中南建设,2003,2004-03-26,0.2,0.0
000877,天山股份,2003,2004-03-26,0.5,2.0
000679,大连友谊,2003,2004-03-26,0.5,0.0
000668,荣丰控股,2003,2004-03-26,1.0,0.0
000543,皖能电力,2003,2004-03-26,2.5,0.0
600868,梅雁吉祥,2003,2004-03-26,0.3,1.0
600835,上海机电,2003,2004-03-26,1.0,4.0
600812,华北制药,2003,2004-03-26,0.3,0.0
600777,新潮能源,2003,2004-03-26,0.3,3.0
600742,一汽富维,2003,2004-03-26,0.5,0.0
600692,亚通股份,2003,2004-03-26,0.0,2.0
600690,青岛海尔,2003,2004-03-26,0.5,5.0
600676,交运股份,2003,2004-03-26,2.0,0.0
600649,城投控股,2003,2004-03-26,0.5,0.0
600560,金自天正,2003,2004-03-26,1.5,3.0
600533,栖霞建设,2003,2004-03-26,3.5,0.0
600519,贵州茅台,2003,2004-03-26,3.0,3.0
600381,青海春天,2003,2004-03-26,0.0,10.0
600329,中新药业,2003,2004-03-26,1.5,0.0
600323,瀚蓝环境,2003,2004-03-26,2.0,0.0
600288,大恒科技,2003,2004-03-26,1.0,0.0
600233,圆通速递,2003,2004-03-26,1.0,0.0
600229,城市传媒,2003,2004-03-26,1.3,0.0
600162,香江控股,2003,2004-03-26,0.3,0.0
600123,兰花科创,2003,2004-03-26,1.5,0.0
600050,中国联通,2003,2004-03-26,0.4,0.0
600006,东风汽车,2003,2004-03-26,2.0,10.0
600340,华夏幸福,2003,2004-03-25,2.0,0.0
600575,皖江物流,2003,2004-03-25,1.5,0.0
000900,现代投资,2003,2004-03-25,1.0,0.0
000617,石油济柴,2003,2004-03-25,1.0,0.0
000564,西安民生,2003,2004-03-25,1.0,0.0
000551,创元科技,2003,2004-03-25,1.0,0.0
600832,东方明珠,2003,2004-03-25,2.1,0.0
600810,神马股份,2003,2004-03-25,0.5,0.0
000158,常山股份,2003,2004-03-25,0.9,0.0
600250,南纺股份,2003,2004-03-25,0.5,3.0
600241,时代万恒,2003,2004-03-25,0.5,0.0
600170,上海建工,2003,2004-03-25,1.3,0.0
600132,重庆啤酒,2003,2004-03-25,2.0,0.0
600070,浙江富润,2003,2004-03-25,1.5,2.0
000759,中百集团,2003,2004-03-24,0.8,0.0
000532,力合股份,2003,2004-03-24,1.0,0.0
600785,新华百货,2003,2004-03-24,2.0,0.0
600755,厦门国贸,2003,2004-03-24,1.5,8.0
000423,东阿阿胶,2003,2004-03-24,0.5,5.0
000400,许继电气,2003,2004-03-24,1.2,0.0
600660,福耀玻璃,2003,2004-03-24,3.0,10.0
600360,华微电子,2003,2004-03-24,1.0,0.0
600315,上海家化,2003,2004-03-24,1.5,0.0
600058,五矿发展,2003,2004-03-24,1.2,0.0
600409,三友化工,2003,2004-03-23,1.0,0.0
000968,*ST煤气,2003,2004-03-23,0.2,0.0
000960,锡业股份,2003,2004-03-23,0.4,0.0
000887,中鼎股份,2003,2004-03-23,0.5,0.0
000848,承德露露,2003,2004-03-23,2.0,0.0
000709,河钢股份,2003,2004-03-23,3.5,0.0
000700,模塑科技,2003,2004-03-23,1.8,0.0
000663,永安林业,2003,2004-03-23,0.6,0.0
000602,金马集团,2003,2004-03-23,0.5,5.0
000090,天健集团,2003,2004-03-23,0.8,0.0
600896,览海投资,2003,2004-03-23,0.6,0.0
600704,物产中大,2003,2004-03-23,1.0,0.0
600561,江西长运,2003,2004-03-23,1.5,0.0
600428,中远海特,2003,2004-03-23,0.0,3.0
600368,五洲交通,2003,2004-03-23,1.0,0.0
600363,联创光电,2003,2004-03-23,0.8,0.0
600319,*ST亚星,2003,2004-03-23,1.0,0.0
600277,亿利洁能,2003,2004-03-23,0.5,1.0
000918,嘉凯城,2003,2004-03-20,0.0,6.0
600865,百大集团,2003,2004-03-20,0.6,0.0
600834,申通地铁,2003,2004-03-20,1.0,0.0
600675,*ST中企,2003,2004-03-20,1.0,0.0
600662,强生控股,2003,2004-03-20,0.0,3.5
600640,号百控股,2003,2004-03-20,0.3,0.0
600639,浦东金桥,2003,2004-03-20,0.3,0.0
600530,交大昂立,2003,2004-03-20,2.1,2.0
600419,天润乳业,2003,2004-03-20,0.5,0.0
600398,海澜之家,2003,2004-03-20,1.0,0.0
600382,广东明珠,2003,2004-03-20,1.5,0.0
600379,宝光股份,2003,2004-03-20,1.0,0.0
600007,中国国贸,2003,2004-03-20,1.6,0.0
600853,龙建股份,2003,2004-03-19,0.1,0.0
600801,华新水泥,2003,2004-03-19,0.6,0.0
000039,中集集团,2003,2004-03-19,3.8,12.0
600518,康美药业,2003,2004-03-19,0.3,5.0
600508,上海能源,2003,2004-03-19,3.8,0.0
600289,亿阳信通,2003,2004-03-19,5.0,10.0
600201,生物股份,2003,2004-03-19,0.0,10.0
600051,宁波联合,2003,2004-03-19,1.6,0.0
600354,敦煌种业,2003,2004-03-18,1.0,0.0
600184,光电股份,2003,2004-03-18,1.0,0.0
600449,宁夏建材,2003,2004-03-18,1.2,0.0
600031,三一重工,2003,2004-03-18,5.0,0.0
600459,贵研铂业,2003,2004-03-18,0.3,0.0
000989,九芝堂,2003,2004-03-18,2.0,2.0
000983,西山煤电,2003,2004-03-18,2.0,0.0
000978,桂林旅游,2003,2004-03-18,0.5,0.0
000949,新乡化纤,2003,2004-03-18,1.0,0.0
000839,中信国安,2003,2004-03-18,1.0,0.0
000817,辽河油田,2003,2004-03-18,4.0,0.0
000625,长安汽车,2003,2004-03-18,2.5,4.0
600866,*ST星湖,2003,2004-03-18,1.5,6.0
600796,钱江生化,2003,2004-03-18,0.0,8.0
000421,南京公用,2003,2004-03-18,0.5,3.0
000420,吉林化纤,2003,2004-03-18,1.0,0.0
600894,广日股份,2003,2004-03-18,2.7,5.0
600585,海螺水泥,2003,2004-03-18,1.0,0.0
600569,安阳钢铁,2003,2004-03-18,2.5,5.0
600536,中国软件,2003,2004-03-18,2.5,0.0
600456,宝钛股份,2003,2004-03-18,2.5,0.0
600350,山东高速,2003,2004-03-18,0.4,0.0
600310,桂东电力,2003,2004-03-18,3.0,0.0
600309,万华化学,2003,2004-03-18,2.0,7.0
600301,*ST南化,2003,2004-03-18,1.3,0.0
600278,东方创业,2003,2004-03-18,1.2,0.0
600258,首旅酒店,2003,2004-03-18,1.5,0.0
600183,生益科技,2003,2004-03-18,1.2,0.0
600071,凤凰光学,2003,2004-03-18,1.0,0.0
600478,科力远,2003,2004-03-17,1.5,0.0
600432,*ST吉恩,2003,2004-03-17,2.0,0.0
000037,*ST南电A,2003,2004-03-17,4.7,0.0
600367,红星发展,2003,2004-03-17,1.0,6.0
600356,恒丰纸业,2003,2004-03-17,2.0,0.0
600263,路桥建设,2003,2004-03-17,0.3,0.0
600011,华能国际,2003,2004-03-17,5.0,10.0
600476,湘邮科技,2003,2004-03-16,0.5,0.0
600271,航天信息,2003,2004-03-16,9.0,0.0
600584,长电科技,2003,2004-03-16,0.5,6.0
600537,亿晶光电,2003,2004-03-16,1.8,4.0
000962,*ST东钽,2003,2004-03-16,0.4,0.0
000917,电广传媒,2003,2004-03-16,1.0,3.0
000488,晨鸣纸业,2003,2004-03-16,1.0,0.0
600798,宁波海运,2003,2004-03-16,1.3,0.0
600761,安徽合力,2003,2004-03-16,1.5,0.0
000012,南玻A,2003,2004-03-16,1.8,0.0
600665,天地源,2003,2004-03-16,0.4,0.0
600602,云赛智联,2003,2004-03-16,0.5,0.0
600416,湘电股份,2003,2004-03-16,1.5,0.0
600388,龙净环保,2003,2004-03-16,1.0,0.0
600378,天科股份,2003,2004-03-16,1.0,0.0
600339,*ST天利,2003,2004-03-16,1.2,0.0
600327,大东方,2003,2004-03-16,1.0,10.0
600253,天方药业,2003,2004-03-16,0.5,0.0
600160,巨化股份,2003,2004-03-16,1.5,0.0
600135,乐凯胶片,2003,2004-03-16,5.0,0.0
600082,海泰发展,2003,2004-03-16,0.5,8.0
600055,万东医疗,2003,2004-03-16,1.2,3.0
000897,津滨发展,2003,2004-03-15,0.3,5.0
600333,长春燃气,2003,2004-03-15,1.5,0.0
600026,中远海能,2003,2004-03-15,1.5,0.0
000938,紫光股份,2003,2004-03-13,1.0,0.0
000729,燕京啤酒,2003,2004-03-13,1.8,0.0
600820,隧道股份,2003,2004-03-13,0.5,0.0
600792,云煤能源,2003,2004-03-13,0.0,5.0
600626,申达股份,2003,2004-03-13,1.0,0.0
600557,康缘药业,2003,2004-03-13,1.0,7.0
600509,天富能源,2003,2004-03-13,2.0,0.0
600110,诺德股份,2003,2004-03-13,0.2,0.0
000916,华北高速,2003,2004-03-12,1.0,0.0
000852,石化机械,2003,2004-03-12,2.0,0.0
000786,北新建材,2003,2004-03-12,0.8,0.0
000531,穗恒运A,2003,2004-03-12,2.5,0.0
600789,鲁抗医药,2003,2004-03-12,0.6,0.0
600697,欧亚集团,2003,2004-03-12,2.0,0.0
600621,华鑫股份,2003,2004-03-12,1.5,0.0
600426,华鲁恒升,2003,2004-03-12,1.5,0.0
600362,江西铜业,2003,2004-03-12,1.2,0.0
600148,长春一东,2003,2004-03-12,0.8,0.0
600012,皖通高速,2003,2004-03-12,0.6,0.0
600436,片仔癀,2003,2004-03-11,4.2,0.0
600376,首开股份,2003,2004-03-11,1.5,0.0
000623,吉林敖东,2003,2004-03-10,0.0,5.0
000522,白云山A,2003,2004-03-10,0.3,0.0
000060,中金岭南,2003,2004-03-10,1.0,0.0
600590,泰豪科技,2003,2004-03-10,0.5,5.0
600535,天士力,2003,2004-03-10,3.0,0.0
600230,*ST沧大,2003,2004-03-10,0.8,0.0
600521,华海药业,2003,2004-03-09,2.0,8.0
000933,*ST神火,2003,2004-03-09,2.8,0.0
000912,泸天化,2003,2004-03-09,2.6,0.0
000715,中兴商业,2003,2004-03-09,1.1,0.0
600830,香溢融通,2003,2004-03-09,1.0,0.0
600824,益民集团,2003,2004-03-09,1.5,0.0
000429,粤高速A,2003,2004-03-09,1.0,0.0
000024,招商地产,2003,2004-03-09,1.0,4.0
000002,万科A,2003,2004-03-09,0.5,10.0
600740,山西焦化,2003,2004-03-09,4.0,0.0
600583,海油工程,2003,2004-03-09,1.0,2.0
600267,海正药业,2003,2004-03-09,1.5,0.0
600256,广汇能源,2003,2004-03-09,0.5,2.0
600207,安彩高科,2003,2004-03-09,3.0,0.0
600546,*ST山煤,2003,2004-03-08,1.0,0.0
600548,深高速,2003,2004-03-08,1.9,0.0
000969,安泰科技,2003,2004-03-06,1.7,0.0
000793,华闻传媒,2003,2004-03-06,0.7,10.0
600636,三爱富,2003,2004-03-06,1.0,3.0
600552,凯盛科技,2003,2004-03-06,1.0,3.0
600396,金山股份,2003,2004-03-06,0.5,7.0
600235,民丰特纸,2003,2004-03-06,1.5,0.0
600063,皖维高新,2003,2004-03-06,1.5,0.0
000819,岳阳兴长,2003,2004-03-05,1.0,0.0
000812,陕西金叶,2003,2004-03-05,1.0,0.0
600780,通宝能源,2003,2004-03-05,0.5,5.0
600033,福建高速,2003,2004-03-05,1.5,2.0
000100,TCL集团,2003,2004-03-03,0.8,0.0
000789,万年青,2003,2004-03-03,0.8,0.0
000685,中山公用,2003,2004-03-03,0.2,0.0
600563,法拉电子,2003,2004-03-03,3.0,0.0
600262,北方股份,2003,2004-03-03,0.7,0.0
600104,上汽集团,2003,2004-03-03,1.5,3.0
600352,浙江龙盛,2003,2004-03-02,2.0,10.0
600439,瑞贝卡,2003,2004-03-02,4.0,1.0
600460,士兰微,2003,2004-03-02,2.0,10.0
000731,四川美丰,2003,2004-03-02,3.5,0.0
000538,云南白药,2003,2004-03-02,4.5,3.0
000401,冀东水泥,2003,2004-03-02,1.0,0.0
600635,大众公用,2003,2004-03-02,1.5,0.0
600582,天地科技,2003,2004-03-02,0.0,6.0
600391,成发科技,2003,2004-03-02,1.5,0.0
600351,亚宝药业,2003,2004-03-02,1.8,5.0
600303,曙光股份,2003,2004-03-02,3.0,0.0
600177,雅戈尔,2003,2004-03-02,5.0,7.0
600085,同仁堂,2003,2004-03-02,3.0,0.0
600066,宇通客车,2003,2004-03-02,4.0,5.0
600008,首创股份,2003,2004-03-02,3.2,0.0
600500,中化国际,2003,2004-03-01,1.3,5.0
600087,退市长油,2003,2004-03-01,1.0,0.0
